Title,Content ID,Poster,Backdrop,Overview,Trailer,Type,Genres,Runtime (minutes),Number of Episodes,Rating,Release Year,Provider Name,Provider Logo,Origin Country,Primary Genres,Secondary Genres,Total Runtime (minutes),Latitude,Longitude
MasterChef: The Professionals,24285,/7VketceyMupoS5dymqXGLoCFSy3.jpg,/nMMLbWhhUi0TdTXlHZW0Ggze2hC.jpg,The hunt for a young chef who wants to make it to the top of the culinary world.,https://www.youtube.com/watch?v=0D-AoyzxTlo,tv,Reality,30,344,7.5,2008,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United Kingdom of Great Britain and Northern Ireland,Documentary/Other,N/A,10320,54.70235,-3.27658
Sex/Life,126280,/kfcJl5e8CRWDU7e4vX6uNABPRbS.jpg,/9nBVkNBe4x9HKDAzxjxlIqecxCW.jpg,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,N/A,tv,"Comedy, Drama",56,14,7.07,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Drama,784,39.78373,-100.44588
Beavis and Butt-Head Do the Universe,828947,/rVKMA2j8m8hWgsDyXOllXp8DsWI.jpg,/q3sfAlvvEvJn3PSPAMJiOqGl9OC.jpg,"In 1998, Beavis and Butt-Head are sentenced to Space Camp by a “creative” judge. Their obsession with a docking simulator (huh huh) leads to a trip on the Space Shuttle, with predictably disastrous results. After going through a black hole, they re-emerge in our time, where they look for love, misuse iPhones, and are hunted by the Deep State. Spoiler: They don’t score.",https://www.youtube.com/watch?v=EaHbTnA3qSA,movie,"Animation, Comedy, Science Fiction",86,1,6.95,2022,Paramount Plus,/h5DcR0J2EESLitnhR8xLG1QymTE.jpg,United States of America,Animation, Comedy,86,39.78373,-100.44588
Submission,66389,/3svGMwBuvYUjG0nwl69H2gpxBv9.jpg,/zD4qETxRCWwaSGE7uAFqfXLAJFj.jpg,"Beautiful but unfulfilled Ashley has her eyes opened to the tantalizing possibilities of BDSM when she discovers the popular erotic novel SLAVE by Nolan Keats. But her fascination with the mysterious Mr. Keats leads her into a sexy but dangerous love triangle, and tests the boundaries of her own sexual limitations.",https://www.youtube.com/watch?v=t2ji-n8hCqk,tv,"Drama, Mystery",25,6,5.8,2016,N/A,N/A,United States of America,Drama, Mystery,150,39.78373,-100.44588
Heist 88,1170944,/4ueFteb6V38fnSWTN4jIbLOlMlM.jpg,/u6JGnIabQslWMzX03hb3weEbvx0.jpg,A criminal mastermind recruits a group of young bank employees to steal 80 million dollars in one of the largest bank heist in US history.,https://www.youtube.com/watch?v=FwlYXMyMbRw,movie,"Crime, Drama",83,1,5.8,2023,N/A,N/A,United States of America,Documentary/Other, Drama,83,39.78373,-100.44588
Elite Squad,7347,/lwIXz785N2fXi8hsBr1IXciFlkM.jpg,/tGb044NgQYQJr58fta5O3OB6SpQ.jpg,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",https://www.youtube.com/watch?v=WNrC-vLpTGI,movie,"Drama, Action, Crime",115,1,8.05,2007,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,Federative Republic of Brazil,Drama, Action,115,-10.33333,-53.2
The Collective,1060090,/Ah9H6Sj434nJiZpTPQrovHaEePV.jpg,/biRLtgt3t8MwxeLRRJkf1BsHoeq.jpg,"A group of righteous assassins called The Collective take aim at a highly sophisticated human trafficking ring backed by a network of untouchable billionaires. With their backs against the wall, The Collective has no choice but to put their most important mission in the hands of rookie assassin, Sam Alexander.",https://www.youtube.com/watch?v=5UbiOLp-FsA,movie,"Action, Thriller",86,1,5.89,2023,N/A,N/A,United States of America,Action/Adventure, Thriller,86,39.78373,-100.44588
The Last Voyage of the Demeter,635910,/nrtbv6Cew7qC7k9GsYSf5uSmuKh.jpg,/dKC5qWi6S8SKkSzrP6LxTk0cb98.jpg,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,https://www.youtube.com/watch?v=zzQRS4ao2mo,movie,"Thriller, Horror",119,1,6.91,2023,N/A,N/A,United States of America,Documentary/Other, Horror,119,39.78373,-100.44588
Found,214160,/gY2JkiLZVBPxCfpqK8FcoiCR2Em.jpg,/yMAZSN3t48O9UaBSmNGkcKcqLT4.jpg,"In any given year, more than 600,000 people are reported missing in the U.S. Of these reported cases, more than half of the missing people are people of color, too easily neglected by the system. Gabi Mosely, a former missing person herself, now specializes in PR and leads a crisis management team that seeks out these missing people. But unbeknownst to anyone, Mosely is hiding a dark secret of her own.",https://www.youtube.com/watch?v=vyFbWFCdQRk,tv,"Drama, Crime",43,13,7.5,2023,N/A,N/A,United States of America,Drama, Crime,559,39.78373,-100.44588
Scream,4232,/3O3klyyYpAZBBE4n7IngzTomRDp.jpg,/4PPC7fKClu0u7NTbo5xgV4vb5VD.jpg,"After a series of mysterious deaths befalls their small town, an offbeat group of friends led by Sidney Prescott become the target of a masked killer.",https://www.youtube.com/watch?v=lvR_kKGfax0,movie,"Crime, Horror, Mystery",112,1,7.42,1996,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Documentary/Other, Horror,112,39.78373,-100.44588
Gen V,205715,/uuot1N5AgZ7xRCKgm4ZCwOhgIJu.jpg,/urzEsxKKNgCan2mX5z5heXbUyef.jpg,"At America's only college for superheroes, gifted students put their moral boundaries to the test, competing for the university's top ranking, and a chance to join The Seven, Vought International's elite superhero team. When the school's dark secrets come to light, they must decide what kind of heroes they want to become.",https://www.youtube.com/watch?v=13-KXC-Vw_M,tv,"Action & Adventure, Drama, Sci-Fi & Fantasy",39,8,7.95,2023,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Action/Adventure, Drama,312,39.78373,-100.44588
Expend4bles,299054,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,/rMvPXy8PUjj1o8o1pzgQbdNCsvj.jpg,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",https://www.youtube.com/watch?v=DvJO4UZN_-w,movie,"Action, Adventure, Thriller",103,1,6.27,2023,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Action/Adventure, Adventure,103,39.78373,-100.44588
Kabhi Khushi Kabhie Gham,10757,/lRl7wrJmkOzMTDVYFSIpUcsIjPQ.jpg,/42vFebJ0VRnwdemaUOIr7c6Tjo1.jpg,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",https://www.youtube.com/watch?v=7uY1JbWZKPA,movie,"Comedy, Drama",209,1,7.73,2001,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Republic of India,Comedy, Drama,209,22.35111,78.66774
Yellowjackets,117488,/o4Ql7oU2W3U8RyeDoSREDdKvTlq.jpg,/t9gfV0eM9nWqJ4vMey4CSYFiqmZ.jpg,"This equal parts survival epic, psychological horror story and coming-of-age drama tells the saga of a team of wildly talented high school girls soccer players who become the (un)lucky survivors of a plane crash deep in the remote northern wilderness. The series chronicles their descent from a complicated but thriving team to savage clans, while also tracking the lives they’ve attempted to piece back together nearly 25 years later.",https://www.youtube.com/watch?v=X6X2uEAbzJs,tv,"Drama, Mystery",57,19,7.5,2021,Paramount Plus,/h5DcR0J2EESLitnhR8xLG1QymTE.jpg,United States of America,Drama, Mystery,1083,39.78373,-100.44588
First Cow,558582,/yS41crZ1i0fFxCQbuL7I1Y1VBwm.jpg,/owdreZiMcBz9y4ayfyLRddpWYR6.jpg,"In the 1820s, a taciturn loner and skilled cook travels west to Oregon Territory, where he meets a Chinese immigrant also seeking his fortune. Soon the two team up on a dangerous scheme to steal milk from the wealthy landowner’s prized Jersey cow – the first, and only, in the territory.",https://www.youtube.com/watch?v=c18rW13U4TE,movie,"Drama, Western",122,1,7.09,2019,MUBI,/fj9Y8iIMFUC6952HwxbGixTQPb7.jpg,United States of America,Drama, Western,122,39.78373,-100.44588
Moving,3379,/9G0rQojL1PdJ7PFJQXSOfROY1sB.jpg,N/A,Moving is a British sitcom that aired on ITV in 1985. It stars Penelope Keith and was written by Stanley Price. It was made for the ITV network by Thames Television.,N/A,tv,Drama,30,6,0,1985,N/A,N/A,United Kingdom of Great Britain and Northern Ireland,Drama,N/A,180,54.70235,-3.27658
The Puppetman,1146143,/wEnct8jeMHYzOfm5Y6QmxD3V61t.jpg,/bP9h1qHuFQIDERuGXt43Q3TfBdg.jpg,"The Puppetman, a convicted killer on death row always maintained his innocence saying that it was an evil force controlling his body as he slaughtered his victims. Now Michal, the killer's daughter, begins to suspect that there may be some truth to her father's claim when those around her begin to die in brutal ways. She must try and break the curse of The Puppetman before all her loved ones are killed.",https://www.youtube.com/watch?v=kyuQHis78RY,movie,Horror,96,1,6.15,2023,Shudder,/vEtdiYRPRbDCp1Tcn3BEPF1Ni76.jpg,United States of America,Horror,N/A,96,39.78373,-100.44588
The Tank,1098160,/2VxEtwgzOUukatl2IKGn4borpgE.jpg,/33zjdLdGC28kad8Htn8Mo6wEYjx.jpg,"In 1978 Oregon, Ben and Jules inherit an abandoned coastal property from Ben's late mother, who's never mentioned it. The untouched house has been kept a secret for 40 years and comes with a beautiful private cove and beach. Jules searches for answers while Ben unwittingly awakens a fiercely protective creature.",https://www.youtube.com/watch?v=ugp6mE_0Rf4,movie,"Horror, Thriller",100,1,5.16,2023,Shudder,/vEtdiYRPRbDCp1Tcn3BEPF1Ni76.jpg,N/A,Horror, Thriller,100,51.56687,4.9285
Turn of the Tide,202577,/cSgHTmU8YaKk5b3pqayncbZpPGa.jpg,/4U8G8eGVaAYGyKvr2uVKAg2Sqdf.jpg,"When a boat loaded with cocaine sinks off his home island, Eduardo sees a risky but exciting opportunity to make money and fulfill impossible dreams.",https://www.youtube.com/watch?v=_tHdyD9TGCA,tv,Drama,51,7,7.3,2023,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Portuguese Republic,Drama,N/A,357,38.70664,-9.2156
The Continental: From the World of John Wick,72710,/fRORutvof4Y3tWkubhWKb9Z3Wc1.jpg,/1gajPADcRyzmYvfAefbJwhCy4bk.jpg,Winston Scott is roped into a world of assassins and must make things right after his brother's attack on the Continental hotel.,https://www.youtube.com/watch?v=WqGjLUeEIls,tv,"Crime, Drama, Action & Adventure",97,3,7.48,2023,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Documentary/Other, Drama,291,39.78373,-100.44588
Desperation Road,1039690,/tPyj6Gii1HrnzCbJXEF7JdSFkQ8.jpg,/h7BoGo4NhckWRiMUCi3Qr8GwBDA.jpg,"Ex-con Russell Gaines is attempting to rebuild his life with the help of his father, Mitchell. However, the arrival of Maben sends his new life into chaos, leading the pair to go on the run - as their violent pasts catch up to them, the pair must learn to trust each other if they hope to live out the rest of their days.",https://www.youtube.com/watch?v=IU-G2lzX-PE,movie,"Thriller, Action, Crime, Drama",112,1,6.78,2023,Now TV Cinema,/6sJLsWk4TZHz1EffmTRSkaDehkh.jpg,United States of America,Documentary/Other, Action,112,39.78373,-100.44588
The Nun,439079,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,https://www.youtube.com/watch?v=facz93TkBH0,movie,Horror,96,1,5.89,2018,N/A,N/A,United States of America,Horror,N/A,96,39.78373,-100.44588
The Changeling,131992,/cLUeNjCHs8q4crMTyywflohSD8w.jpg,/nCRDun2QuNyzaLl6MqFztaQgcQe.jpg,"Apollo and Emma's love story is a fairy tale—until Emma mysteriously vanishes. Bereft, Apollo finds himself on a death-defying odyssey through a New York City he didn't know existed.",https://www.youtube.com/watch?v=jQnUrbyKFjQ,tv,"Mystery, Drama, Sci-Fi & Fantasy",29,8,6.82,2023,Apple TV Plus,/2E03IAZsX4ZaUqM7tXlctEPMGWS.jpg,United States of America,Documentary/Other, Drama,232,39.78373,-100.44588
Perfect Sense,51999,/2UuuO6MX1AzD61zX6NHiHQODoI1.jpg,/f7DP8jCaoNmzAE341peN91vtAkj.jpg,"In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook.",https://www.youtube.com/watch?v=A18GfVdNP1U,movie,"Drama, Science Fiction, Romance",93,1,6.88,2011,N/A,N/A,United Kingdom of Great Britain and Northern Ireland,Drama, Science Fiction,93,54.70235,-3.27658
After We Fell,744275,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,/lV3UFPPxDIPelh46G9oySXN9Mcz.jpg,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",https://www.youtube.com/watch?v=NYdNN6C9hfI,movie,"Romance, Drama",99,1,7.07,2021,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Documentary/Other, Drama,99,39.78373,-100.44588
After We Collided,613504,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,/6hgItrYQEG33y0I7yP2SRl2ei4w.jpg,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,https://www.youtube.com/watch?v=2SvwX3ux_-8,movie,"Romance, Drama",105,1,7.19,2020,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Documentary/Other, Drama,105,39.78373,-100.44588
Silo,125988,/zBx1X06G1OlndbXTCZI13FECNz2.jpg,/n5FPNMJ0eRoiQrKGfUQQRAZeaxg.jpg,"In a ruined and toxic future, a community exists in a giant underground silo that plunges hundreds of stories deep. There, men and women live in a society full of regulations they believe are meant to protect them.",https://www.youtube.com/watch?v=rhCFHrrFwNw,tv,"Sci-Fi & Fantasy, Drama",44,10,8.2,2023,Apple TV Plus,/2E03IAZsX4ZaUqM7tXlctEPMGWS.jpg,United States of America,Science Fiction/Fantasy, Drama,440,39.78373,-100.44588
After Everything,820525,/uQxjZGU6rxSPSMeAJPJQlmfV3ys.jpg,/j76bFSkkQxh66AqehhoqRljgeld.jpg,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",https://www.youtube.com/watch?v=lKrLTQp5tK8,movie,"Romance, Drama",93,1,6.95,2023,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Documentary/Other, Drama,93,39.78373,-100.44588
My Big Fat Greek Wedding 2,302688,/lfPqApnLVPsYfdbpSHNnHIxTdmd.jpg,/ur8KwyzeUzOKSY5H8loqMSsmHS7.jpg,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",https://www.youtube.com/watch?v=Xw9SAbYZMpc,movie,"Romance, Comedy",94,1,5.98,2016,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Documentary/Other, Comedy,94,39.78373,-100.44588
My Big Fat Greek Wedding 3,1001811,/irEqWPmDqCuzsItzefFxX3xWpL8.jpg,/eiIvFiqOClwNX3nUmRlEmNarFCk.jpg,"Following the death of their patriarch Gus, the Portokalos family travels to Greece for a family reunion, and to deliver Gus' journal to his old friends.",https://www.youtube.com/watch?v=Lnba3C2a_OQ,movie,"Comedy, Romance",92,1,6.08,2023,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Comedy, Romance,92,39.78373,-100.44588
Saw V,11917,/cAVsTZTFGmPlZYhdgiRhu3GRLU3.jpg,/jIjVPKDow5ai8dbs4PgWmtqg9Ol.jpg,"Following Jigsaw's grisly demise, Detective Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",https://www.youtube.com/watch?v=WljWVrvGXAE,movie,"Horror, Thriller, Crime",95,1,6.17,2008,N/A,N/A,United States of America,Horror, Thriller,95,39.78373,-100.44588
Blue Beetle,565770,/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,/xzdOIL7261CWehsHOk3lnP0xqam.jpg,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",https://www.youtube.com/watch?v=q6VA9MckjMw,movie,"Action, Science Fiction, Adventure",128,1,6.8,2023,N/A,N/A,United States of America,Action/Adventure, Science Fiction,128,39.78373,-100.44588
Kidnap,293768,/fwdOX3PEZlOLXr9SMpgRnSmTVFp.jpg,/6fwuBSN56KtiHH19bLRIxGtfpC5.jpg,A mother (in her Minivan) stops at nothing to recover her kidnapped son.,https://www.youtube.com/watch?v=cLD83jvbyz4,movie,"Drama, Thriller",95,1,6.2,2017,N/A,N/A,United Kingdom of Great Britain and Northern Ireland,Drama, Thriller,95,54.70235,-3.27658
Friday Night Lights,4278,/Eu7MzZY1DldJ683z7vLkILHNRD.jpg,/iS0zzzkRHmE1nsDLJWfaYlQbXF5.jpg,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",https://www.youtube.com/watch?v=gU6pKnGJTwM,tv,Drama,43,76,8,2006,N/A,N/A,United States of America,Drama,N/A,3268,39.78373,-100.44588
Dark Asset,1168521,/hfxqsC8Bz2wMZmXKwEZqKyJiScT.jpg,/dcqfqpAFBDP5K7rhNgUY6YVEVh3.jpg,"A charming guy attempts to pick up a woman in a bar by spinning a tale involving spies, implanted microchips and the dangerous military scientist hunting him.",https://www.youtube.com/watch?v=RWTLFbTAh3o,movie,"Action, Thriller, Science Fiction",90,1,5.62,2023,N/A,N/A,United States of America,Action/Adventure, Thriller,90,39.78373,-100.44588
